"03321: Sysselsatte (15-74 år) per 4. kvartal. Pendlingsstrømmer, etter statistikkvariabel, arbeidsstedskommune, bostedskommune og år"
"Sysselsatte personer";"4615 Fitjar";"1151 Utsira";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4615 Fitjar";"1154 Vindafjord (1965-2005)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4615 Fitjar";"1159 Ølen (2002-2005)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4615 Fitjar";"1160 Vindafjord";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4615 Fitjar";"4611 Etne";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4615 Fitjar";"4612 Sveio";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"Sysselsatte personer";"4615 Fitjar";"4613 Bømlo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25
"Sysselsatte personer";"4615 Fitjar";"4614 Stord";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;169
"Sysselsatte personer";"4615 Fitjar";"4615 Fitjar";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;819
"Sysselsatte personer";"4615 Fitjar";"4616 Tysnes";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
"Sysselsatte personer";"4615 Fitjar";"4617 Kvinnherad";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
"Sysselsatte personer";"4615 Fitjar";"4618 Ullensvang";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Sysselsatte personer";"4615 Fitjar";"1211 Etne (-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4615 Fitjar";"1216 Sveio (-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4615 Fitjar";"1219 Bømlo (1916-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4615 Fitjar";"1221 Stord (-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4615 Fitjar";"1222 Fitjar (-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4615 Fitjar";"1223 Tysnes (-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4615 Fitjar";"1224 Kvinnherad (-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4615 Fitjar";"1228 Odda (1913-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4615 Fitjar";"1231 Ullensvang (1977-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4616 Tysnes";"1106 Haugesund";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
"Sysselsatte personer";"4616 Tysnes";"1135 Sauda";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4616 Tysnes";"1145 Bokn";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4616 Tysnes";"1146 Tysvær";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4616 Tysnes";"1149 Karmøy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
"Sysselsatte personer";"4616 Tysnes";"1151 Utsira";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4616 Tysnes";"1154 Vindafjord (1965-2005)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4616 Tysnes";"1159 Ølen (2002-2005)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4616 Tysnes";"1160 Vindafjord";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4616 Tysnes";"4611 Etne";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
"Sysselsatte personer";"4616 Tysnes";"4612 Sveio";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
"Sysselsatte personer";"4616 Tysnes";"4613 Bømlo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
"Sysselsatte personer";"4616 Tysnes";"4614 Stord";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32
"Sysselsatte personer";"4616 Tysnes";"4615 Fitjar";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
"Sysselsatte personer";"4616 Tysnes";"4616 Tysnes";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;948
"Sysselsatte personer";"4616 Tysnes";"4617 Kvinnherad";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36
"Sysselsatte personer";"4616 Tysnes";"4618 Ullensvang";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Sysselsatte personer";"4616 Tysnes";"1211 Etne (-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4616 Tysnes";"1216 Sveio (-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4616 Tysnes";"1219 Bømlo (1916-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4616 Tysnes";"1221 Stord (-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4616 Tysnes";"1222 Fitjar (-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4616 Tysnes";"1223 Tysnes (-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4616 Tysnes";"1224 Kvinnherad (-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4616 Tysnes";"1228 Odda (1913-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4616 Tysnes";"1231 Ullensvang (1977-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4617 Kvinnherad";"1106 Haugesund";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15
"Sysselsatte personer";"4617 Kvinnherad";"1135 Sauda";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"Sysselsatte personer";"4617 Kvinnherad";"1145 Bokn";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Sysselsatte personer";"4617 Kvinnherad";"1146 Tysvær";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4617 Kvinnherad";"1149 Karmøy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
"Sysselsatte personer";"4617 Kvinnherad";"1151 Utsira";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4617 Kvinnherad";"1154 Vindafjord (1965-2005)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4617 Kvinnherad";"1159 Ølen (2002-2005)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4617 Kvinnherad";"1160 Vindafjord";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11
"Sysselsatte personer";"4617 Kvinnherad";"4611 Etne";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28
"Sysselsatte personer";"4617 Kvinnherad";"4612 Sveio";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Sysselsatte personer";"4617 Kvinnherad";"4613 Bømlo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
"Sysselsatte personer";"4617 Kvinnherad";"4614 Stord";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33
"Sysselsatte personer";"4617 Kvinnherad";"4615 Fitjar";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"Sysselsatte personer";"4617 Kvinnherad";"4616 Tysnes";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24
"Sysselsatte personer";"4617 Kvinnherad";"4617 Kvinnherad";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5270
"Sysselsatte personer";"4617 Kvinnherad";"4618 Ullensvang";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53
"Sysselsatte personer";"4617 Kvinnherad";"1211 Etne (-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4617 Kvinnherad";"1216 Sveio (-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4617 Kvinnherad";"1219 Bømlo (1916-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4617 Kvinnherad";"1221 Stord (-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4617 Kvinnherad";"1222 Fitjar (-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4617 Kvinnherad";"1223 Tysnes (-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4617 Kvinnherad";"1224 Kvinnherad (-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4617 Kvinnherad";"1228 Odda (1913-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4617 Kvinnherad";"1231 Ullensvang (1977-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4618 Ullensvang";"1106 Haugesund";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12
"Sysselsatte personer";"4618 Ullensvang";"1135 Sauda";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"Sysselsatte personer";"4618 Ullensvang";"1145 Bokn";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4618 Ullensvang";"1146 Tysvær";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Sysselsatte personer";"4618 Ullensvang";"1149 Karmøy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
"Sysselsatte personer";"4618 Ullensvang";"1151 Utsira";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4618 Ullensvang";"1154 Vindafjord (1965-2005)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4618 Ullensvang";"1159 Ølen (2002-2005)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4618 Ullensvang";"1160 Vindafjord";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11
"Sysselsatte personer";"4618 Ullensvang";"4611 Etne";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22
"Sysselsatte personer";"4618 Ullensvang";"4612 Sveio";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Sysselsatte personer";"4618 Ullensvang";"4613 Bømlo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
"Sysselsatte personer";"4618 Ullensvang";"4614 Stord";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
"Sysselsatte personer";"4618 Ullensvang";"4615 Fitjar";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4618 Ullensvang";"4616 Tysnes";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Sysselsatte personer";"4618 Ullensvang";"4617 Kvinnherad";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83
"Sysselsatte personer";"4618 Ullensvang";"4618 Ullensvang";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4711
"Sysselsatte personer";"4618 Ullensvang";"1211 Etne (-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4618 Ullensvang";"1216 Sveio (-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4618 Ullensvang";"1219 Bømlo (1916-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4618 Ullensvang";"1221 Stord (-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4618 Ullensvang";"1222 Fitjar (-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4618 Ullensvang";"1223 Tysnes (-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4618 Ullensvang";"1224 Kvinnherad (-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4618 Ullensvang";"1228 Odda (1913-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"4618 Ullensvang";"1231 Ullensvang (1977-2019)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1211 Etne (-2019)";"1106 Haugesund";11;7;9;10;14;23;19;23;32;35;23;43;22;16;14;18;21;23;23;24;0
"Sysselsatte personer";"1211 Etne (-2019)";"1135 Sauda";8;5;6;3;6;2;6;2;2;6;4;5;1;1;2;7;8;8;5;3;0
"Sysselsatte personer";"1211 Etne (-2019)";"1145 Bokn";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1211 Etne (-2019)";"1146 Tysvær";5;5;6;6;9;8;13;11;10;15;9;19;16;13;15;14;18;11;9;13;0
"Sysselsatte personer";"1211 Etne (-2019)";"1149 Karmøy";6;12;8;8;16;8;8;7;11;17;14;23;13;15;17;22;15;21;16;13;0
"Sysselsatte personer";"1211 Etne (-2019)";"1151 Utsira";0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1211 Etne (-2019)";"1154 Vindafjord (1965-2005)";21;24;25;24;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1211 Etne (-2019)";"1159 Ølen (2002-2005)";49;101;93;66;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1211 Etne (-2019)";"1160 Vindafjord";0;0;0;0;0;83;102;114;107;127;120;151;141;138;149;150;137;149;145;151;0
"Sysselsatte personer";"1211 Etne (-2019)";"4611 Etne";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1211 Etne (-2019)";"4612 Sveio";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1211 Etne (-2019)";"4613 Bømlo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1211 Etne (-2019)";"4614 Stord";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1211 Etne (-2019)";"4615 Fitjar";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1211 Etne (-2019)";"4616 Tysnes";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1211 Etne (-2019)";"4617 Kvinnherad";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1211 Etne (-2019)";"4618 Ullensvang";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1211 Etne (-2019)";"1211 Etne (-2019)";1317;1286;1278;1332;1292;1263;1347;1353;1394;1384;1356;1427;1384;1375;1406;1380;1372;1320;1314;1348;0
"Sysselsatte personer";"1211 Etne (-2019)";"1216 Sveio (-2019)";2;4;3;1;4;2;3;4;8;10;8;12;7;6;4;5;9;13;6;8;0
"Sysselsatte personer";"1211 Etne (-2019)";"1219 Bømlo (1916-2019)";2;2;2;3;1;2;4;3;3;1;1;0;0;1;0;2;1;1;0;1;0
"Sysselsatte personer";"1211 Etne (-2019)";"1221 Stord (-2019)";1;3;4;2;4;8;8;8;8;7;11;6;4;4;5;13;11;18;8;9;0
"Sysselsatte personer";"1211 Etne (-2019)";"1222 Fitjar (-2019)";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;0;0
"Sysselsatte personer";"1211 Etne (-2019)";"1223 Tysnes (-2019)";0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1211 Etne (-2019)";"1224 Kvinnherad (-2019)";21;16;16;24;25;25;19;18;18;14;10;15;16;16;20;23;21;27;32;32;0
"Sysselsatte personer";"1211 Etne (-2019)";"1228 Odda (1913-2019)";0;5;4;4;6;6;9;7;7;7;13;11;10;9;14;8;10;15;15;7;0
"Sysselsatte personer";"1211 Etne (-2019)";"1231 Ullensvang (1977-2019)";1;2;2;1;2;4;2;0;0;0;1;3;1;2;1;0;0;2;2;1;0
"Sysselsatte personer";"1216 Sveio (-2019)";"1106 Haugesund";97;95;102;97;106;96;104;131;138;137;130;146;158;178;203;209;211;210;217;214;0
"Sysselsatte personer";"1216 Sveio (-2019)";"1135 Sauda";0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;1;0
"Sysselsatte personer";"1216 Sveio (-2019)";"1145 Bokn";0;0;0;1;1;1;1;2;2;3;1;0;0;0;0;0;1;2;1;1;0
"Sysselsatte personer";"1216 Sveio (-2019)";"1146 Tysvær";19;20;16;14;16;19;15;22;26;33;32;35;34;34;38;42;38;41;37;45;0
"Sysselsatte personer";"1216 Sveio (-2019)";"1149 Karmøy";20;23;20;14;25;28;30;41;33;40;32;32;39;45;51;41;45;44;50;54;0
"Sysselsatte personer";"1216 Sveio (-2019)";"1151 Utsira";1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1216 Sveio (-2019)";"1154 Vindafjord (1965-2005)";4;5;4;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1216 Sveio (-2019)";"1159 Ølen (2002-2005)";4;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1216 Sveio (-2019)";"1160 Vindafjord";0;0;0;0;0;8;9;10;9;9;9;5;4;5;8;11;11;13;14;15;0
"Sysselsatte personer";"1216 Sveio (-2019)";"4611 Etne";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1216 Sveio (-2019)";"4612 Sveio";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1216 Sveio (-2019)";"4613 Bømlo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1216 Sveio (-2019)";"4614 Stord";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1216 Sveio (-2019)";"4615 Fitjar";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1216 Sveio (-2019)";"4616 Tysnes";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1216 Sveio (-2019)";"4617 Kvinnherad";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1216 Sveio (-2019)";"4618 Ullensvang";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1216 Sveio (-2019)";"1211 Etne (-2019)";2;1;1;1;0;0;1;1;2;0;2;1;3;2;1;2;1;3;3;1;0
"Sysselsatte personer";"1216 Sveio (-2019)";"1216 Sveio (-2019)";956;915;883;912;884;943;930;1016;1065;1089;1074;1054;1064;1101;1057;1105;1107;1087;1083;1069;0
"Sysselsatte personer";"1216 Sveio (-2019)";"1219 Bømlo (1916-2019)";9;14;9;19;21;17;18;26;30;28;26;36;31;40;31;48;43;37;37;35;0
"Sysselsatte personer";"1216 Sveio (-2019)";"1221 Stord (-2019)";1;2;0;9;14;17;27;22;31;26;27;26;30;30;29;36;42;38;53;57;0
"Sysselsatte personer";"1216 Sveio (-2019)";"1222 Fitjar (-2019)";0;0;0;0;2;2;2;2;2;2;3;2;2;4;6;6;6;6;7;8;0
"Sysselsatte personer";"1216 Sveio (-2019)";"1223 Tysnes (-2019)";1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;2;3;3;0
"Sysselsatte personer";"1216 Sveio (-2019)";"1224 Kvinnherad (-2019)";0;0;0;0;0;1;0;2;3;1;1;1;1;0;2;1;0;0;0;4;0
"Sysselsatte personer";"1216 Sveio (-2019)";"1228 Odda (1913-2019)";0;1;7;8;5;2;8;10;1;1;0;0;0;0;0;0;1;0;0;0;0
"Sysselsatte personer";"1216 Sveio (-2019)";"1231 Ullensvang (1977-2019)";0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1219 Bømlo (1916-2019)";"1106 Haugesund";15;24;22;20;12;17;25;27;39;37;36;49;50;50;70;44;46;43;40;42;0
"Sysselsatte personer";"1219 Bømlo (1916-2019)";"1135 Sauda";0;0;0;0;0;0;0;2;2;0;0;0;0;1;2;0;0;0;2;0;0
"Sysselsatte personer";"1219 Bømlo (1916-2019)";"1145 Bokn";0;1;1;1;1;1;1;1;1;1;2;2;2;4;1;0;1;0;0;0;0
"Sysselsatte personer";"1219 Bømlo (1916-2019)";"1146 Tysvær";1;1;4;6;3;5;6;6;5;5;2;8;8;12;9;6;6;7;7;7;0
"Sysselsatte personer";"1219 Bømlo (1916-2019)";"1149 Karmøy";45;36;19;16;15;15;19;18;19;18;19;20;22;26;30;21;14;17;18;18;0
"Sysselsatte personer";"1219 Bømlo (1916-2019)";"1151 Utsira";0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0
"Sysselsatte personer";"1219 Bømlo (1916-2019)";"1154 Vindafjord (1965-2005)";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1219 Bømlo (1916-2019)";"1159 Ølen (2002-2005)";0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1219 Bømlo (1916-2019)";"1160 Vindafjord";0;0;0;0;0;2;2;3;2;3;2;1;2;1;2;3;5;4;3;5;0
"Sysselsatte personer";"1219 Bømlo (1916-2019)";"4611 Etne";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1219 Bømlo (1916-2019)";"4612 Sveio";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1219 Bømlo (1916-2019)";"4613 Bømlo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1219 Bømlo (1916-2019)";"4614 Stord";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1219 Bømlo (1916-2019)";"4615 Fitjar";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1219 Bømlo (1916-2019)";"4616 Tysnes";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1219 Bømlo (1916-2019)";"4617 Kvinnherad";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1219 Bømlo (1916-2019)";"4618 Ullensvang";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sysselsatte personer";"1219 Bømlo (1916-2019)";"1211 Etne (-2019)";1;3;1;1;1;2;2;1;0;0;1;1;0;1;1;1;0;0;0;0;0
"Sysselsatte personer";"1219 Bømlo (1916-2019)";"1216 Sveio (-2019)";9;14;12;7;6;8;16;21;19;25;23;26;26;28;26;21;28;34;34;33;0
"Sysselsatte personer";"1219 Bømlo (1916-2019)";"1219 Bømlo (1916-2019)";4005;4092;4056;3978;3969;3990;4131;4229;4360;4367;4364;4340;4376;4316;4331;4236;4186;4275;4316;4325;0
"Sysselsatte personer";"1219 Bømlo (1916-2019)";"1221 Stord (-2019)";105;117;125;131;120;115;120;151;158;173;173;187;181;185;197;196;216;227;267;273;0
